21,Anupshahr,1,11:50 PM,11:52 PM,2 Mins,11:52 PM,11:54 PM,2 Mins, 198 Kms,1,04772
22,Sidmukh,2,12:01 AM,12:04 AM,3 Mins,12:03 AM,12:06 AM,3 Mins, 208 Kms,1,04772
23,Narwasi,2,12:18 AM,12:21 AM,3 Mins,12:20 AM,12:22 AM,2 Mins, 227 Kms,1,04772
1,Shri Ganganagar,1,Source,Source,No Delay,07:35 PM,07:35 PM,No Delay, 0 Kms,04773
2,Prithwirajpur,1,07:47 PM,07:47 PM,No Delay,07:48 PM,07:49 PM,1 Min, 11 Kms,04773
3,Kesri Singhpur,1,08:00 PM,08:00 PM,No Delay,08:02 PM,08:02 PM,No Delay, 24 Kms,04773
4,Dalpat Singhpur,1,08:12 PM,08:12 PM,No Delay,08:13 PM,08:13 PM,No Delay, 35 Kms,04773
5,Shri Karanpur,1,08:23 PM,08:23 PM,No Delay,08:25 PM,08:25 PM,No Delay, 47 Kms,04773
6,Zorawarpura,1,08:34 PM,08:34 PM,No Delay,08:35 PM,08:35 PM,No Delay, 56 Kms,04773
7,Gajsinghpur,1,08:45 PM,08:47 PM,2 Mins,08:50 PM,08:50 PM,No Delay, 67 Kms,04773
8,Rai Singh Nagar,1,09:03 PM,09:03 PM,No Delay,09:05 PM,09:05 PM,No Delay, 81 Kms,04773
1,Suratgarh Jn,1,Source,Source,No Delay,01:20 AM,01:20 AM,No Delay, 0 Kms,04774
2,Sardargarh,1,01:38 AM,01:48 AM,10 Mins,01:39 AM,01:49 AM,10 Mins, 16 Kms,04774
3,Sarupsar Jn,1,01:46 AM,01:53 AM,7 Mins,01:47 AM,01:54 AM,7 Mins, 21 Kms,04774
4,Jaitsar,1,01:52 AM,01:59 AM,7 Mins,01:54 AM,02:00 AM,6 Mins, 25 Kms,04774
5,Mohan Nagar,1,02:11 AM,02:15 AM,4 Mins,02:12 AM,02:16 AM,4 Mins, 43 Kms,04774
6,Rai Singh Nagar,1,02:24 AM,02:28 AM,4 Mins,02:26 AM,02:30 AM,4 Mins, 55 Kms,04774
